figure_id,panel_id,series_id,series_name,x,x_unit,y,y_unit,marker_shape,line_style,color_hex,is_inferred,confidence,source_pixel_x,source_pixel_y,notes,point_id,source_instance_id,species,export_eligible,species_evidence,quantity_type,loading_basis,evidence_type,normalized_x,normalized_x_unit,normalized_y,normalized_y_unit,conversion_id,uncertainty_x,uncertainty_y
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.0139,bar,9.4397,cm³ g⁻¹,circle,solid,#fa1f22,true,low,118.14,463.56,overlap_flag=true; assigned_by=template; source=template_fill,pt-ec05f79010af26c0,src-49ce191b64b43480,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.0933,bar,28.1179,cm³ g⁻¹,circle,solid,#fa1f22,true,low,164.0,277.63,overlap_flag=true; assigned_by=template; source=template_fill,pt-3325a2fed72423ef,src-e4d216b9af7e9fb8,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.172,bar,34.1846,cm³ g⁻¹,circle,solid,#fa1f22,true,low,209.39,217.24,overlap_flag=true; assigned_by=template; source=template_fill,pt-9af31d2bceca170a,src-2836a9a7a60b8af3,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.1977,bar,35.6151,cm³ g⁻¹,circle,solid,#fa1f22,true,low,224.26,203.0,overlap_flag=true; assigned_by=template; source=template_fill,pt-e1e9491cf292be7f,src-231429b6ba464b48,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.277,bar,38.9302,cm³ g⁻¹,circle,solid,#fa1f22,true,low,270.0,170.0,overlap_flag=true; assigned_by=template; source=template_fill,pt-36625d5947bd492d,src-58d6d5869c21706e,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.2789,bar,39.2356,cm³ g⁻¹,circle,solid,#fa1f22,true,low,271.1,166.96,overlap_flag=true; assigned_by=template; source=template_fill,pt-06b0b1425ee300ba,src-e73ab0ad514f1140,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.296,bar,40.0353,cm³ g⁻¹,circle,solid,#fa1f22,true,low,281.0,159.0,overlap_flag=true; assigned_by=template; source=template_fill,pt-db8fccda6a2b1ad1,src-381cc68f17f204a2,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.306,bar,40.1307,cm³ g⁻¹,circle,solid,#fa1f22,true,low,286.77,158.05,overlap_flag=true; assigned_by=template; source=template_fill,pt-9c29cc0d47483656,src-c6e0ac1461494e1a,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.3203,bar,40.9394,cm³ g⁻¹,circle,solid,#fa1f22,true,low,295.0,150.0,overlap_flag=true; assigned_by=template; source=template_fill,pt-72e9f63f6b66755b,src-f28b5dfaf721f2be,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.3861,bar,42.1449,cm³ g⁻¹,circle,solid,#fa1f22,true,low,333.0,138.0,overlap_flag=true; assigned_by=template; source=template_fill,pt-e71b107c3e2476a1,src-e5fa293120ad0bbb,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.4926,bar,45.1184,cm³ g⁻¹,circle,solid,#fa1f22,true,low,394.44,108.4,overlap_flag=true; assigned_by=template; source=template_fill,pt-f5f53ebddd2722da,src-3dc518c5ca6a9852,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.5334,bar,46.4646,cm³ g⁻¹,circle,solid,#fa1f22,true,low,418.0,95.0,overlap_flag=true; assigned_by=template; source=template_fill,pt-8aada7d3a16ccc45,src-d37f1bce438db528,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.5446,bar,46.0949,cm³ g⁻¹,circle,solid,#fa1f22,true,low,424.47,98.68,overlap_flag=true; assigned_by=template; source=template_fill,pt-aa00511fae30deae,src-70ee811f0ed6e458,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.5473,bar,45.7614,cm³ g⁻¹,circle,solid,#fa1f22,true,low,426.0,102.0,overlap_flag=true; assigned_by=template; source=template_fill,pt-796a47b650f41d39,src-50dd6acff4a992c5,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.5594,bar,46.9669,cm³ g⁻¹,circle,solid,#fa1f22,true,low,433.0,90.0,overlap_flag=true; assigned_by=template; source=template_fill,pt-1ffa5f3a26943f8f,src-346008f7db1892cb,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
fig10,x,fig10:x:co2-273k-ads-f57f0d76,CO2 273K ads,0.5754,bar,46.5188,cm³ g⁻¹,circle,solid,#fa1f22,true,low,442.22,94.46,overlap_flag=true; assigned_by=template; source=template_fill,pt-4c408897a72185dd,src-1a35f9a5dbf72792,CO2,true,Legend entry 'a'; caption states 'CO2 adsorption (a) ... at 273 K'.,co2_uptake,cm³ per gram of sorbent,template_fill,,,,,,,
